"LIST OF MATERIAL FOR APPROVAL
DANH M?C V?T T? ?? NGH? PHÊ DUY?T",,,,,,,,,,,,,,,,,,,
Project / D? án: D? án ??u t? xây d?ng c?ng hàng không qu?c t? Gia Bình - giai ?o?n 1.1,,,,,,Date / Ngày:,,,,,,,,,,,,,11/6/2026
Package / Gói th?u: Gói th?u C? ?i?n / MEPF,,,,,,Revision:,,,,,,,,,,,,,1
"H?ng m?c / Items: H? th?ng Public Access / CCTV System  –  Nhà s?n xu?t ?? xu?t / Proposed Manufacturer: Honeywell, Hanwa, AXIS",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
STT,Mô t? theo BOQ / Description as per BOQ,?? trình / Submittal,,Ch? d?n k? thu?t / Technical Specification,,Trình / Submitted,,,,Trình/ Submitted,,,,Trình/ Submitted,,,,"B?o hành
(Th?i gian giao hàng) / Warranty
(Leadtime)",Ghi chú / Note
,,Danh m?c / Catalogue,M?u / Sample,Ch? d?n k? thu?t / Technical specifications,Danh sách nhãn hi?u / Brand name list,Nhãn hi?u 1 / Brand name #1,,,,Nhãn hi?u 2  / Brand name #2,,,,Nhãn hi?u 3  / Brand name #3,,,,,
,,,,,,"Nhãn hi?u, xu?t x? / Brand, Origin",Mã hi?u / Model code,Thông s? k? thu?t / Technical data,?áp ?ng / Comply,"Nhãn hi?u, xu?t x? / Brand, Origin",Mã hi?u / Model code,Thông s? k? thu?t / Technical data,?áp ?ng / Comply,"Nhãn hi?u, xu?t x? / Brand, Origin",Mã hi?u / Model code,Thông s? k? thu?t / Technical data,?áp ?ng / Comply,,
I,Server l?u tr? camera IP / IP Camera Storage Server,,,,,,,,,,,,,,,,,,
2,Ngu?n / Power supply,x,,Ngu?n POE / Power supply: POE,"Honeywell, Hanwa, AXIS","Honeywell, USA",HC35W45R3,"DC12V, PoE (IEEE 802.3af) (Class 0) / DC12V, PoE (IEEE 802.3af) (Class 0)",?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XND-8080RV,"PoE (IEEE802.3af, Class 3) / PoE (IEEE802.3af, Class3)",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",HC35W45R3,"DC12V, PoE (IEEE 802.3af) (Class 0) / DC12V, PoE (IEEE 802.3af) (Class 0)",?áp ?ng toàn b?/Full Comply,,
3,?? phân gi?i / Resolution,x,,?? phân gi?i ?5MP / Resolution: ?5MP,"Honeywell, Hanwa, AXIS","Honeywell, USA",HC35W45R4,5MP / 5MP,?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XND-8080RV,5MP / 5MP,?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",HC35W45R4,5MP / 5MP,?áp ?ng toàn b?/Full Comply,,
4,C?m bi?n hình ?nh / Image sensor,x,,"C?m bi?n hình ?nh ?1/2.8"" CMOS. / Image sensor: ?1/2.8"" CMOS.","Honeywell, Hanwa, AXIS","Honeywell, USA",HC35W45R5,1/2.8” CMOS / 1/2.8” CMOS,?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XND-8080RV,"1/1.8"" CMOS / 1/1.8"" CMOS",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",HC35W45R5,1/2.8” CMOS / 1/2.8” CMOS,?áp ?ng toàn b?/Full Comply,,
5,"?ng kính, h?ng ngo?i / Lens, IR",x,,"?ng kính, h?ng ngo?i tiêu c? ?i?u ch?nh ?áp ?ng 3.9mm9.4mm, h? tr? h?ng ngo?i IR ?30m. / Lens, IR: Adjustable focal length 3.9mm9.4mm, IR support ?30m.","Honeywell, Hanwa, AXIS","Honeywell, USA",HC35W45R6,"?ng kính: 2.7-13.5 mm, DC-Iris, F1.6-F3.3, MFZ / Lens: 2.7-13.5 mm, DC-Iris, F1.6-F3.3, MFZ",?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XND-8080RV,"Tiêu c? ?ng kính 3.99.4mm, LED h?ng ngo?i; T?m nhìn h?ng ngo?i: 30m (98.4ft) / Focal Length (mm) 3.99.4mm, IR LED; Light Viewable Length: 30m (98.4ft)",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",HC35W45R6,"?ng kính: 2.7-13.5 mm, DC-Iris, F1.6-F3.3, MFZ / Lens: 2.7-13.5 mm, DC-Iris, F1.6-F3.3, MFZ",?áp ?ng toàn b?/Full Comply,,
6,Chu?n nén / Video compression,x,,"Chu?n nén H.264, H.265, MJPEG. / Video compression: H.264, H.265, MJPEG.","Honeywell, Hanwa, AXIS","Honeywell, USA",HC35W45R7,T?m xa h?ng ngo?i: Lên ??n 50 m / IR Distance: up to 50 m,?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XND-8080RV,"H.265/H.264: Main/Baseline/High, MJPEG / H.265/H.264: Main/Baseline/High, MJPEG",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",HC35W45R7,T?m xa h?ng ngo?i: Lên ??n 50 m / IR Distance: up to 50 m,?áp ?ng toàn b?/Full Comply,,
7,T?c ?? khung hình t?i ?a / Max frame rate,x,,T?c ?? khung hình t?i ?a 30fps@5M (2592×1944) with WDR 120 dB. / Max frame rate: 30fps@5M (2592×1944) with WDR 120 dB.,"Honeywell, Hanwa, AXIS","Honeywell, USA",HC35W45R8,"H.265 HEVC/H.264/MJPEG, Mã hóa thông minh / H.265 HEVC/H.264/MJPEG, Smart Codec",?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XND-8080RV,"T?c ?? khung hình 30fps ? ?? phân gi?i 5MP (2560x1920), Ch?ng ng??c sáng WDR 120dB / 30fps@ 5MP (2560x1920), WDR 120dB",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",HC35W45R8,"H.265 HEVC/H.264/MJPEG, Mã hóa thông minh / H.265 HEVC/H.264/MJPEG, Smart Codec",?áp ?ng toàn b?/Full Comply,,
8,Nhi?t ?? ho?t ??ng / Operating temperature,x,,Nhi?t ?? ho?t ??ng Phù h?p trong d?i: -10°C ~ 45°C(-14°F ~ +113°F) / Operating temperature: Suitable range: -10°C ~ 45°C(-14°F ~ +113°F),"Honeywell, Hanwa, AXIS","Honeywell, USA",HC35W45R9,Nhi?t ?? ho?t ??ng: -40°C ~ 60°C (-40°F ~ 140°F) / Working Temperature: -40°C ~ 60°C (-40°F ~ 140°F),?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XND-8080RV,Nhi?t ?? ho?t ??ng -10°C~+55°C (+14°F~+131°F) / Temperature -10°C~+55°C (+14°F~+131°F),?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",HC35W45R9,Nhi?t ?? ho?t ??ng: -40°C ~ 60°C (-40°F ~ 140°F) / Working Temperature: -40°C ~ 60°C (-40°F ~ 140°F),?áp ?ng toàn b?/Full Comply,,
9,?? nh?y sáng t?i thi?u / Minimum illumination,x,,?? nh?y sáng t?i thi?u ?0.3 lux Ch? ?? màu. / Minimum illumination: ?0.3 lux Color mode.,"Honeywell, Hanwa, AXIS","Honeywell, USA",HC35W45R10,"0.005 Lux / F1.6 (Màu, 30 IRE), 0 Lux / F1.6 (B?t h?ng ngo?i) / 0.005 Lux / F1.6 (Color, 30 IRE), 0 Lux / F1.6 (IR ON)",?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XND-8080RV,"Màu (1/30 giây, 30IRE) 0.07 Lux; Tr?ng/?en (1/30 giây, 30IRE) 0.007 Lux / Color (1/30sec, 30IRE) 0.07 Lux; B/W (1/30sec, 30IRE) 0.007 Lux",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",HC35W45R10,"0.005 Lux / F1.6 (Màu, 30 IRE), 0 Lux / F1.6 (B?t h?ng ngo?i) / 0.005 Lux / F1.6 (Color, 30 IRE), 0 Lux / F1.6 (IR ON)",?áp ?ng toàn b?/Full Comply,,
10,H? tr? các tính n?ng phân tích video / Video analytics support,x,,"H? tr? các tính n?ng phân tích video Intrusion detection, Line crossing, Loitering, Motion detection, Tampering detection / Video analytics support: Intrusion detection, Line crossing, Loitering, Motion detection, Tampering detection","Honeywell, Hanwa, AXIS","Honeywell, USA",HC35W45R11,"??m ng??i, L?ng v?ng nhi?u ng??i, Xâm nh?p, Thay ??i khung c?nh, Phát hi?n chuy?n ??ng thông minh (SMD), Phát hi?n chuy?n ??ng, Phát hi?n khuôn m?t, Phát hi?n v??t ranh gi?i / People Counter, Multi Loitering, Intrusion, Scene Change, Smart Motion Detection (SMD), Motion Detection, Face Detection, Line Crossing Detection",?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XND-8080RV,"Phát hi?n m?t tiêu c?, Phát hi?n chuy?n ??ng, Gi? m?o, Phát hi?n s??ng mù, Phát hi?n khuôn m?t, Phát hi?n âm thanh, Phân lo?i âm thanh, Khu v?c ?o (L?ng v?ng, Xâm nh?p, Vào/Ra, Xu?t hi?n/Bi?n m?t), Ranh gi?i ?o (V??t qua, H??ng), Theo dõi t? ??ng k? thu?t s? / Defocus detection, Motion detection, Tampering, Fog detection, Face detection, Audio detection, Sound classification, Virtual area (Loitering, Intrusion, Enter/Exit, Appear/Disappear), Virtual line (Crossing, Direction), Digital auto tracking",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",HC35W45R11,"??m ng??i, L?ng v?ng nhi?u ng??i, Xâm nh?p, Thay ??i khung c?nh, Phát hi?n chuy?n ??ng thông minh (SMD), Phát hi?n chuy?n ??ng, Phát hi?n khuôn m?t, Phát hi?n v??t ranh gi?i / People Counter, Multi Loitering, Intrusion, Scene Change, Smart Motion Detection (SMD), Motion Detection, Face Detection, Line Crossing Detection",?áp ?ng toàn b?/Full Comply,,
IV,"Camera IP thân c? ??nh ngày ?êm trong, ngoài nhà / Indoor/Outdoor Fixed Day/Night IP Bullet Camera",,,,,,,,,,,,,,,,,,
1,Lo?i Camera / Camera type,x,,Lo?i Camera Camera IP Thân tr? h?ng ngo?i / Camera type: IR IP Bullet Camera,"Honeywell, Hanwa, AXIS","Honeywell, USA",HC60WB5R2P-C,Camera thân tr? / Bullet Camera,?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XNO-A8084R,Camera IP thân tr? h?ng ngo?i / IR Bullet IP Camera,?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",AXIS P1487–LE,Camera IP thân tr? h?ng ngo?i / Bullet Camera infrared,?áp ?ng toàn b?/ 'Full comply,,
2,Ngu?n / Power supply,x,,"Ngu?n POE, 12VDC / Power supply: POE, 12VDC","Honeywell, Hanwa, AXIS","Honeywell, USA",HC60WB5R2P-C,"AC24V, 1.5A, 50-60 Hz; ho?c DC12V?2.5A; ho?c PoE 44-57V?, 350 mA (IEEE 802.3af) / AC24V, 1.5A, 50-60 Hz; or DC12V?2.5A; or PoE 44-57V?, 350 mA (IEEE 802.3af)",?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XNO-A8084R,"PoE (IEEE802.3af, Class 3) / PoE (IEEE802.3af, Class3)",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",AXIS P1487–LE,"Ngu?n qua m?ng (PoE) IEEE 802.3af/802.3at Type 1 Class 3, t?i ?a 12.95 W / Power over Ethernet IEEE 802.3af/802.3at Type 1 Class 3, max 12.95 W",?áp ?ng toàn b?/ 'Full comply,,
3,?? phân gi?i / Resolution,x,,?? phân gi?i ?5MP / Resolution: ?5MP,"Honeywell, Hanwa, AXIS","Honeywell, USA",HC60WB5R2P-C,5MP / 5MP,?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XNO-A8084R,?? phân gi?i hình ?nh 5MP / 5MP Image Resolution,?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",AXIS P1487–LE,?? phân gi?i hình ?nh 5MP / 5MP Image Resolution,?áp ?ng toàn b?/ 'Full comply,,
4,C?m bi?n hình ?nh / Image sensor,x,,"C?m bi?n hình ?nh ?1/2.8"" CMOS. / Image sensor: ?1/2.8"" CMOS.","Honeywell, Hanwa, AXIS","Honeywell, USA",HC60WB5R2P-C,1/2.8’’ CMOS / 1/2.8’’ CMOS,?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XNO-A8084R,"1/2.8"", CMOS / 1/2.8"", CMOS",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",AXIS P1487–LE,"C?m bi?n CMOS 1/2.8"" / 1/2.8"", CMOS",?áp ?ng toàn b?/ 'Full comply,,
5,"?ng kính, h?ng ngo?i / Lens, IR",x,,"?ng kính, h?ng ngo?i tiêu c? ?i?u ch?nh ?áp ?ng 3.4 mm10.5mm, h? tr? h?ng ngo?i IR ?50m. / Lens, IR: Adjustable focal length 3.4 mm10.5mm, IR support ?50m.","Honeywell, Hanwa, AXIS","Honeywell, USA",HC60WB5R2P-C,"?ng kính: 2.7-13.5 mm, F1.4-F2.8, P-Iris; T?m xa h?ng ngo?i: Lên ??n 60 m (197 ft) / Lens: 2.7-13.5 mm, F1.4-F2.8, P-Iris; IR Distance: Up to 60 m (197 ft)",?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XNO-A8084R,"Tiêu c? ?ng kính 3.39.3mm, LED h?ng ngo?i; T?m nhìn h?ng ngo?i WiseIR: 50m (164.04ft) / Focal Length (mm) 3.39.3mm, IR LED; Light Viewable Length: WiseIR 50m (164.04ft)",?áp ?ng 1 ph?n/ 'partially comply,"AXIS, Th?y ?i?n / AXIS, Sweden",AXIS P1487–LE,"?ng kính thay ??i tiêu c?, 3–8.5 mm, F1.36-2.58; Góc nhìn ngang: 106?-35?; Góc nhìn d?c: 77?-26?; T?m nhìn xa: 50 m (164 ft) ho?c xa h?n tùy thu?c vào b?i c?nh / Lens Varifocal, 3–8.5 mm, F1.36-2.58; Horizontal field of view 106?-35?; Vertical field of view 77?-26?; Range of reach 50 m (164 ft) or more depending on the scene",?áp ?ng toàn b?/ 'Full comply,,
6,Tiêu chu?n môi tr??ng / Environmental standard,x,,"Tiêu chu?n môi tr??ng IP66, Type 4X / Environmental standard: IP66, Type 4X","Honeywell, Hanwa, AXIS","Honeywell, USA",HC60WB5R2P-C,"IP66, IP67, NEMA 4X; IK10 / IP66, IP67, NEMA 4X; IK10",?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XNO-A8084R,"Chu?n b?o v? IP66/IP67, NEMA 250 type 4X, NEMA TS 2-2013 / IP66/IP67, NEMA 250 type 4X, NEMA TS 2-2013",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",AXIS P1487–LE,"V? máy ??t chu?n b?o v? IP66/IP67, NEMA 4X và ch?ng va ??p IK10 / IP66/IP67-, NEMA 4X-, and IK10-rated casing",?áp ?ng toàn b?/ 'Full comply,,
7,Chu?n nén / Video compression,x,,"Chu?n nén H.264, H.265, MJPEG. / Video compression: H.264, H.265, MJPEG.","Honeywell, Hanwa, AXIS","Honeywell, USA",HC60WB5R2P-C,"H.265 HEVC / H.264 / MJPEG, Mã hóa thông minh / H.265 HEVC / H.264 / MJPEG, Smart Codec",?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XNO-A8084R,"H.265/H.264: Main/Baseline/High, MJPEG / H.265/H.264: Main/Baseline/High, MJPEG",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",AXIS P1487–LE,"Chu?n nén Video H.264 (MPEG-4 Part 10/AVC) Baseline, Main và High Profiles; H.265 (MPEG-H Part 2/HEVC) Main Profile; AV1; Motion JPEG / Video compression H.264 (MPEG-4 Part 10/AVC) Baseline, Main and High Profiles H.265 (MPEG-H Part 2/HEVC) Main Profile AV1 Motion JPEG",?áp ?ng toàn b?/ 'Full comply,,
8,T?c ?? khung hình t?i ?a / Max frame rate,x,,T?c ?? khung hình t?i ?a 30fps@5M (2592×1944) with WDR 120 dB. / Max frame rate: 30fps@5M (2592×1944) with WDR 120 dB.,"Honeywell, Hanwa, AXIS","Honeywell, USA",HC60WB5R2P-C,T?i ?a 50/60 fps / MAX 50/60 fps,?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XNO-A8084R,"T?c ?? khung hình 30fps ? ?? phân gi?i 5MP (2560x1920), Ch?ng ng??c sáng WDR 120dB / 30fps@ 5MP (2560x1920), WDR 120dB",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",AXIS P1487–LE,Lên ??n 25/30 fps (50/60 Hz) ? t?t c? các ?? phân gi?i / Up to 25/30 fps (50/60 Hz) in all resolutions,?áp ?ng toàn b?/ 'Full comply,,
9,Nhi?t ?? ho?t ??ng / Operating temperature,x,,Nhi?t ?? ho?t ??ng Phù h?p trong d?i: -10°C ~ 45°C(-14°F ~ +113°F) / Operating temperature: Suitable range: -10°C ~ 45°C(-14°F ~ +113°F),"Honeywell, Hanwa, AXIS","Honeywell, USA",HC60WB5R2P-C,Nhi?t ?? ho?t ??ng: -40°C ~ 60°C (-40°F ~ 140°F) (Lên ??n 65°C trong 4 gi? khi t?t h?ng ngo?i) / Working Temperature: -40°C ~ 60°C (-40°F ~ 140°F) (65°C for 4 hours when IR off),?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XNO-A8084R,Nhi?t ?? ho?t ??ng -40°C~+60°C (-40°F~+140°F) / Temperature -40°C~+60°C (-40°F~+140°F),?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",AXIS P1487–LE,Nhi?t ?? ho?t ??ng: -40°C~+60°C (-40°F~+140°F) / Temperature -40°C~+60°C(-40°F~+140°F),?áp ?ng toàn b?/ 'Full comply,,
10,?? nh?y sáng t?i thi?u / Minimum illumination,x,,?? nh?y sáng t?i thi?u ?0.04 lux Ch? ?? màu. / Minimum illumination: ?0.04 lux Color mode.,"Honeywell, Hanwa, AXIS","Honeywell, USA",HC60WB5R2P-C,Màu: 0.007 Lux@30IRE F1.4 Tr?ng/?en: 0Lux @F1.4 (B?t h?ng ngo?i) / Color: 0.007 Lux@30IRE F1.4 B/W: 0Lux @F1.4(IR on),?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XNO-A8084R,"Màu (1/30 giây, 30IRE) 0.04 Lux; Tr?ng/?en (1/30 giây, 30IRE) 0.004 Lux / Color (1/30sec, 30IRE) 0.04 Lux; B/W (1/30sec, 30IRE) 0.004 Lux",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",AXIS P1487–LE,"Màu (1/30 giây, 30IRE): 0.04 Lux; ?en/Tr?ng (1/30 giây, 30IRE): 0.004 Lux / Color(1/30sec, 30IRE) 0.04 Lux; BW(1/30sec, 30IRE) 0.004 Lux",?áp ?ng toàn b?/ 'Full comply,,
11,H? tr? các tính n?ng phân tích video / Video analytics support,x,,"H? tr? các tính n?ng phân tích video Phát hi?n xâm nh?p, V??t rào, L?ng v?ng, Phát hi?n chuy?n ??ng, Phát hi?n phá ho?i / Video analytics support: Intrusion detection, Line crossing, Loitering, Motion detection, Tampering detection","Honeywell, Hanwa, AXIS","Honeywell, USA",HC60WB5R2P-C,"Phát hi?n chuy?n ??ng, Chuy?n ??ng thông minh, Thay ??i khung c?nh, Xâm nh?p, L?ng v?ng nhi?u ng??i, Phát hi?n khuôn m?t, Phát hi?n v??t ranh gi?i, Phát hi?n b? quên ?? v?t, Phát hi?n m?t ?? v?t / Motion Detection, Smart Motion, Scene Change, Intrusion, Multi Loitering, Face Detection, Line Crossing Detection, Unattended Object Detection, Missing Object Detection",?áp ?ng toàn b?/Full Comply,"Hanwha, Korea",XNO-A8084R,"D?a trên công c? AI: Phát hi?n ??i t??ng, Ranh gi?i ?o (V??t qua/H??ng), Phát hi?n chuy?n ??ng, Phát hi?n ?eo kh?u trang, Phát hi?n kho?ng cách xã h?i, Phát hi?n tr??t ngã, Khu v?c ?o (L?ng v?ng/Xâm nh?p/Vào/Ra/Xu?t hi?n/Bi?n m?t); C?nh báo thông th??ng: Phát hi?n m?t tiêu c?, Gi? m?o, Phát hi?n âm thanh, Phát hi?n va ??p / Based on AI Engine: Object detection, Virtual line (Crossing/Direction), Motion detection, Face mask detection, Social distancing detection, Slip & fall detection, Virtual area (Loitering/Intrusion/Enter/Exit/Appear/Disappear); Normal: Defocus detection, Tampering, Audio detection, Shock detection",?áp ?ng toàn b?/ 'Full comply,"AXIS, Th?y ?i?n / AXIS, Sweden",AXIS P1487–LE,"Phân tích ??i t??ng AXIS - Phân lo?i: Con ng??i, ph??ng ti?n (ô tô, xe buýt, xe t?i, xe ??p, khác); Các k?ch b?n: V??t ranh gi?i, có m?t trong khu v?c, ??m v??t tuy?n, chi?m ch?, ?i bám ?uôi, giám sát ?? b?o h? (BETA), chuy?n ??ng (t?i ?a 10 k?ch b?n); Các tính n?ng khác: Hi?n th? qu? ??o, khung bao quanh mã hóa màu; ?a giác khu v?c bao g?m/lo?i tr?; C?u hình ph?i c?nh; S? ki?n báo ??ng ONVIF / AXIS Object Analytics Object classes: humans, vehicles (types: cars, buses, trucks, bikes, other) Scenarios: line crossing, object in area, time in area, crossline counting, occupancy in area, tailgating detection, PPE monitoringBETA, motion in area, motion line crossing Up to 10 scenarios Other features: triggered objects visualized with trajectories, color-coded bounding boxes and tables Polygon include/exclude areas Perspective configuration ONVIF Motion Alarm event",?áp ?ng toàn b?/ 'Full comply,,
"??N V? THI CÔNG/ 
CONTRACTOR",,,,,"T? V?N QLDA & TVGS 
 SUPERVISION COSNULTANT &PROJECT MANAGEMENT",,,,,"BAN QU?N LÝ D? ÁN CH? ??U T?
ONER PROJECT MANAGEMENT UNIT",,,,,,,,,
Name/Tên: ,,,,,Name/Tên:,,,,,Name/Tên:,,,,,,,,,
Signature/Ch? ký:,,,,,Signature/Ch? ký:,,,,,Signature/Ch? ký:,,,,,,,,,
Date/Ngày: ,,,,,Date/Ngày:,,,,,Date/Ngày:,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
